book_id_title,book_id,book_title,book_series,book_series_uri,isbn,isbn13,year_first_published,author,num_pages,genres,num_ratings,num_reviews,average_rating,rating_distribution
45023611,45023611,The Roommate,The Roommate #1,/series/311670-the-roommate,0349427526,9780349427522,,Rosie Danan,325,"['Romance', 'Contemporary', 'Romance > Contemporary Romance', 'Adult', 'Fiction', 'Womens Fiction > Chick Lit', 'New Adult', 'Audiobook', 'Adult Fiction', 'Humor']",40645,5560,3.7,"{'5 Stars': 8454, '4 Stars': 16217, '3 Stars': 12083, '2 Stars': 3067, '1 Star': 824}"
1087204,1087204,"Ouran High School Host Club, Vol. 1",Ouran High School Host Club #1,/series/53423-ouran-high-school-host-club,3551787115,9781421544014,2003,Bisco Hatori,178,"['Sequential Art > Manga', 'Romance', 'Sequential Art > Graphic Novels', 'Young Adult', 'Sequential Art > Comics', 'Humor', 'Fiction', 'Humor > Comedy', 'Manga > Shojo', 'Media Tie In > Anime']",159159,1507,4.37,"{'5 Stars': 97788, '4 Stars': 35181, '3 Stars': 17782, '2 Stars': 4863, '1 Star': 3545}"
52397,52397,Parable of the Sower,Earthseed #1,/series/57804-earthseed,1538732181,9781538732182,1993,Octavia E. Butler,345,"['Fiction', 'Science Fiction', 'Science Fiction > Dystopia', 'Fantasy', 'Apocalyptic > Post Apocalyptic', 'Speculative Fiction', 'Science Fiction Fantasy', 'Classics', 'Novels', 'Audiobook']",102781,10316,4.18,"{'5 Stars': 44869, '4 Stars': 38190, '3 Stars': 14729, '2 Stars': 3458, '1 Star': 1535}"
33413128,33413128,Beartown,Beartown #1,/series/214081-beartown,1501160761,9781501160769,2016,Fredrik Backman,432,"['Contemporary', 'Audiobook', 'Sports > Sports', 'Adult', 'Adult Fiction', 'Literary Fiction', 'Book Club', 'Realistic Fiction', 'Cultural > Sweden', 'Fiction']",274790,31775,4.26,"{'5 Stars': 133219, '4 Stars': 96176, '3 Stars': 33092, '2 Stars': 8482, '1 Star': 3821}"
22318578,22318578,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Magic Cleaning #1,/series/197603-magic-cleaning,0091955106,9780091955106,2011,Marie Kondō,213,"['Nonfiction', 'Self Help', 'Audiobook', 'Self Help > Personal Development', 'Psychology', 'Cultural > Japan', 'Productivity', 'Reference', 'Adult', 'How To']",320295,30089,3.86,"{'5 Stars': 102757, '4 Stars': 109822, '3 Stars': 76031, '2 Stars': 22980, '1 Star': 8705}"
13623150,13623150,Destroy Me,Shatter Me #1.5,/series/65730-shatter-me,9020679635,9789020679632,,Tahereh Mafi,111,"['Young Adult', 'Science Fiction > Dystopia', 'Fantasy', 'Romance', 'Novella', 'Fantasy > Paranormal', 'Science Fiction', 'Short Stories', 'Fiction', 'Young Adult > Young Adult Fantasy']",95794,9268,4.16,"{'5 Stars': 42228, '4 Stars': 32476, '3 Stars': 16589, '2 Stars': 3486, '1 Star': 1015}"
22571552,22571552,So You've Been Publicly Shamed,,,1594634017,9781594634017,2015,Jon Ronson,290,"['Nonfiction', 'Psychology', 'Sociology', 'Audiobook', 'Writing > Journalism', 'Adult', 'Science > Technology', 'Humor', 'Science', 'Cultural']",57350,5844,3.93,"{'5 Stars': 15556, '4 Stars': 26189, '3 Stars': 12366, '2 Stars': 2333, '1 Star': 906}"
32283133,32283133,Origin,Robert Langdon #5,/series/92467-robert-langdon,0593078756,9780593078754,,Dan Brown,456,"['Fiction', 'Thriller', 'Mystery', 'Thriller > Mystery Thriller', 'Audiobook', 'Suspense', 'Adventure', 'Novels', 'Mystery > Crime', 'Science Fiction']",290568,25786,3.87,"{'5 Stars': 85648, '4 Stars': 109892, '3 Stars': 72576, '2 Stars': 17540, '1 Star': 4912}"
32979,32979,The Secret of the Old Clock,Nancy Drew Mystery Stories #1,/series/40642-nancy-drew-mystery-stories,0448095017,9780448095707,1930,Carolyn Keene,210,"['Mystery', 'Young Adult', 'Fiction', 'Classics', 'Childrens', 'Childrens > Middle Grade', 'Thriller > Mystery Thriller', 'Childrens > Juvenile', 'Adventure', 'Mystery > Crime']",72251,4106,3.98,"{'5 Stars': 26017, '4 Stars': 24042, '3 Stars': 17833, '2 Stars': 3281, '1 Star': 1078}"
25372801,25372801,All the Birds in the Sky,All the Birds in the Sky #1,/series/218076-all-the-birds-in-the-sky,1785650556,9781785650550,,Charlie Jane Anders,313,"['Fantasy', 'Science Fiction', 'Fiction', 'Magical Realism', 'Fantasy > Magic', 'Fantasy > Urban Fantasy', 'Science Fiction Fantasy', 'Adult', 'Romance', 'Speculative Fiction']",42837,6562,3.6,"{'5 Stars': 8826, '4 Stars': 15923, '3 Stars': 11938, '2 Stars': 4469, '1 Star': 1681}"
17210471,17210471,Saints,Boxers & Saints #2,/series/108966-boxers-saints,0606323058,9780606323055,,Gene Luen Yang,170,"['Sequential Art > Graphic Novels', 'Historical > Historical Fiction', 'Young Adult', 'Sequential Art > Comics', 'Fiction', 'Historical', 'Cultural > China', 'Fantasy', 'War', 'Graphic Novels Comics']",14924,1497,3.83,"{'5 Stars': 4256, '4 Stars': 5703, '3 Stars': 3650, '2 Stars': 823, '1 Star': 492}"
53138197,53138197,Of Women and Salt,,,1529031516,9781529031515,,Gabriela Garcia,207,"['Fiction', 'Historical > Historical Fiction', 'Literary Fiction', 'Audiobook', 'Contemporary', 'Historical', 'Adult', 'Adult Fiction', 'Family', 'Novels']",21345,2767,3.71,"{'5 Stars': 4049, '4 Stars': 8924, '3 Stars': 6734, '2 Stars': 1369, '1 Star': 269}"
35068705,35068705,The Poppy War,The Poppy War #1,/series/243623-the-poppy-war,0062662562,9780062662569,,R.F. Kuang,531,"['Fantasy', 'Fiction', 'Historical > Historical Fiction', 'Adult', 'Young Adult', 'Historical', 'Fantasy > High Fantasy', 'Audiobook', 'War', 'Fantasy > Magic']",99598,17084,4.08,"{'5 Stars': 39572, '4 Stars': 37304, '3 Stars': 15860, '2 Stars': 4968, '1 Star': 1894}"
40597810,40597810,Daisy Jones & The Six,,,1524798649,9781524798642,,Taylor Jenkins Reid,355,"['Historical > Historical Fiction', 'Fiction', 'Audiobook', 'Contemporary', 'Adult', 'Music', 'Romance', 'Historical', 'Adult Fiction', 'Book Club']",488462,66254,4.23,"{'5 Stars': 223261, '4 Stars': 178225, '3 Stars': 67579, '2 Stars': 14637, '1 Star': 4760}"
28243032,28243032,We Are Okay,,,0142422932,9780142422939,,Nina LaCour,236,"['Young Adult', 'Contemporary', 'LGBT', 'Fiction', 'LGBT > Queer', 'Health > Mental Health', 'LGBT > Lesbian', 'Romance', 'Realistic Fiction', 'Audiobook']",67874,9867,3.94,"{'5 Stars': 22140, '4 Stars': 26290, '3 Stars': 14329, '2 Stars': 3731, '1 Star': 1384}"
21423525,21423525,Us,,,isbn not found,isbn13 not found,,David Nicholls,400,"['Fiction', 'Contemporary', 'Romance', 'Audiobook', 'Family', 'Adult Fiction', 'Adult', 'Travel', 'European Literature > British Literature', 'Marriage']",53266,5175,3.7,"{'5 Stars': 11083, '4 Stars': 21731, '3 Stars': 15287, '2 Stars': 3922, '1 Star': 1243}"
33865643,33865643,The War I Finally Won,The War That Saved My Life #2,/series/202974-the-war-that-saved-my-life,8594541015,9788594541017,,Kimberly Brubaker Bradley,387,"['Historical > Historical Fiction', 'Childrens > Middle Grade', 'Fiction', 'War > World War II', 'Historical', 'Young Adult', 'Audiobook', 'Childrens', 'War', 'Family']",30400,3689,4.46,"{'5 Stars': 17688, '4 Stars': 9855, '3 Stars': 2196, '2 Stars': 386, '1 Star': 275}"
13541056,13541056,Queen of Air and Darkness,The Dark Artifices #3,/series/76298-the-dark-artifices,1442468432,9781442468436,,Cassandra Clare,893,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy > Urban Fantasy', 'Fantasy > Paranormal', 'Young Adult > Young Adult Fantasy', 'LGBT', 'Fiction', 'Fantasy > Magic', 'Paranormal > Angels']",87667,10729,4.35,"{'5 Stars': 47420, '4 Stars': 27388, '3 Stars': 9800, '2 Stars': 2288, '1 Star': 771}"
27834600,27834600,"In a Dark, Dark Wood",,,1846558913,9781846558917,2015,Ruth Ware,308,"['Mystery', 'Thriller', 'Fiction', 'Thriller > Mystery Thriller', 'Suspense', 'Audiobook', 'Mystery > Crime', 'Adult', 'Horror', 'Adult Fiction']",274616,21657,3.72,"{'5 Stars': 63489, '4 Stars': 104309, '3 Stars': 78921, '2 Stars': 21468, '1 Star': 6429}"
9761771,9761771,Pure,Covenant #2,/series/53954-covenant,8869051552,9788869051555,,Jennifer L. Armentrout,329,"['Fantasy', 'Young Adult', 'Fantasy > Paranormal', 'Romance', 'Fantasy > Mythology', 'Romance > Paranormal Romance', 'Fantasy > Urban Fantasy', 'Fantasy > Supernatural', 'Mythology > Greek Mythology', 'Fantasy > Magic']",66709,4051,4.28,"{'5 Stars': 33222, '4 Stars': 22381, '3 Stars': 8352, '2 Stars': 1888, '1 Star': 866}"
51738,51738,Just Listen,,,0142410977,9780142410974,,Sarah Dessen,371,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Womens Fiction > Chick Lit', 'Young Adult > Teen', 'Music', 'Young Adult > Young Adult Contemporary', 'Young Adult > High School']",245554,8394,4.04,"{'5 Stars': 98951, '4 Stars': 81215, '3 Stars': 47714, '2 Stars': 12438, '1 Star': 5236}"
13227454,13227454,The Unlikely Pilgrimage of Harold Fry,Harold Fry #1,/series/138522-harold-fry,0552778095,9780552778091,2012,Rachel Joyce,320,"['Fiction', 'Contemporary', 'Audiobook', 'Book Club', 'European Literature > British Literature', 'Adult Fiction', 'Literary Fiction', 'Novels', 'Adult', 'Travel']",162950,18644,3.91,"{'5 Stars': 46614, '4 Stars': 69145, '3 Stars': 36255, '2 Stars': 8121, '1 Star': 2815}"
890143,890143,The Clique,The Clique #1,/series/40778-the-clique,0316155772,9780316701297,2004,Lisi Harrison,220,"['Young Adult', 'Realistic Fiction', 'Womens Fiction > Chick Lit', 'Contemporary', 'Fiction', 'Childrens > Middle Grade', 'Childrens', 'Young Adult > Teen', 'Romance', 'Drama']",31009,2551,3.6,"{'5 Stars': 9118, '4 Stars': 7736, '3 Stars': 8578, '2 Stars': 3763, '1 Star': 1814}"
8537327,8537327,Inside Out & Back Again,,,0545447852,9780545447850,,Thanhha Lai,262,"['Historical > Historical Fiction', 'Poetry', 'Childrens > Middle Grade', 'Young Adult', 'Fiction', 'Childrens', 'Historical', 'Realistic Fiction', 'War', 'Cultural']",53940,7333,4.1,"{'5 Stars': 22226, '4 Stars': 19862, '3 Stars': 8337, '2 Stars': 2145, '1 Star': 1370}"
23398606,23398606,Alice,The Chronicles of Alice #1,/series/163050-the-chronicles-of-alice,8377313545,9781785653308,,Christina Henry,291,"['Fantasy', 'Horror', 'Retellings', 'Fiction', 'Adult', 'Dark', 'Fantasy > Fairy Tales', 'Fantasy > Magic', 'Young Adult', 'Thriller']",28997,4554,3.86,"{'5 Stars': 8633, '4 Stars': 11184, '3 Stars': 6377, '2 Stars': 1991, '1 Star': 812}"
36621586,36621586,The Winter of the Witch,The Winternight Trilogy #3,/series/198489-the-winternight-trilogy,1101885998,9781101885994,,Katherine Arden,384,"['Fantasy', 'Historical > Historical Fiction', 'Fiction', 'Young Adult', 'Historical', 'Fantasy > Magic', 'Romance', 'Fantasy > Fairy Tales', 'Audiobook', 'Fantasy > Mythology']",55043,7565,4.5,"{'5 Stars': 33096, '4 Stars': 17275, '3 Stars': 4037, '2 Stars': 513, '1 Star': 122}"
34268,34268,Peter Pan,Peter Pan,/series/327923-peter-pan,0543949796,9780543949790,1911,J.M. Barrie,176,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Childrens > Middle Grade', 'Audiobook', 'Fantasy > Fairy Tales', 'Literature']",316353,12902,4.03,"{'5 Stars': 126712, '4 Stars': 103470, '3 Stars': 62074, '2 Stars': 16338, '1 Star': 7759}"
53265678,53265678,When the Tiger Came Down the Mountain,The Singing Hills Cycle #2,/series/288518-the-singing-hills-cycle,1250786134,9781250786135,,Nghi Vo,128,"['Fantasy', 'Novella', 'LGBT', 'Fiction', 'LGBT > Queer', 'Adult', 'Short Stories', 'Audiobook', 'LGBT > Lesbian', 'Romance']",6913,1307,4.25,"{'5 Stars': 2878, '4 Stars': 3019, '3 Stars': 899, '2 Stars': 96, '1 Star': 21}"
50719471,50719471,The Traitor Queen,The Bridge Kingdom #2,/series/226883-the-bridge-kingdom,1733090355,9781733090353,,Danielle L. Jensen,352,"['Fantasy', 'Romance', 'New Adult', 'Romance > Fantasy Romance', 'Audiobook', 'Adult', 'Fiction', 'Fantasy > High Fantasy', 'Adventure', 'Young Adult']",32496,3224,4.3,"{'5 Stars': 15476, '4 Stars': 12160, '3 Stars': 4045, '2 Stars': 682, '1 Star': 133}"
337058,337058,Jacob Have I Loved,,,0064470598,9780064470599,1980,Katherine Paterson,244,"['Young Adult', 'Fiction', 'Historical > Historical Fiction', 'Childrens', 'Classics', 'Childrens > Middle Grade', 'Realistic Fiction', 'Young Adult > Coming Of Age', 'Historical', 'Childrens > Juvenile']",32263,2116,3.68,"{'5 Stars': 8413, '4 Stars': 10548, '3 Stars': 8986, '2 Stars': 3060, '1 Star': 1256}"
65119,65119,The Miserable Mill,A Series of Unfortunate Events #4,/series/42069-a-series-of-unfortunate-events,0064407691,9780064407694,2000,Lemony Snicket,194,"['Fiction', 'Young Adult', 'Childrens', 'Childrens > Middle Grade', 'Fantasy', 'Mystery', 'Adventure', 'Audiobook', 'Humor', 'Childrens > Juvenile']",155389,4527,3.85,"{'5 Stars': 46414, '4 Stars': 53484, '3 Stars': 43507, '2 Stars': 9537, '1 Star': 2447}"
40409102,40409102,This Is How It Always Is,,,1250088550,9781250088550,2017,Laurie Frankel,338,"['Fiction', 'LGBT', 'Contemporary', 'Audiobook', 'Adult', 'Book Club', 'Family', 'Adult Fiction', 'LGBT > Queer', 'Literary Fiction']",145952,14238,4.26,"{'5 Stars': 66821, '4 Stars': 56214, '3 Stars': 17942, '2 Stars': 3437, '1 Star': 1538}"
18712886,18712886,The Queen of the Tearling,The Queen of the Tearling #1,/series/114823-the-queen-of-the-tearling,0593072693,9780062290380,,Erika Johansen,434,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction > Dystopia', 'Fantasy > Magic', 'Adult', 'Young Adult > Young Adult Fantasy', 'Fantasy > High Fantasy', 'Audiobook', 'Adventure']",91256,10768,3.99,"{'5 Stars': 31476, '4 Stars': 36707, '3 Stars': 15880, '2 Stars': 4631, '1 Star': 2562}"
5358,5358,The Firm,,,0140814698,9780140814699,1991,Robin Waterfield,76,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery > Crime', 'Thriller > Mystery Thriller', 'Thriller > Legal Thriller', 'Novels', 'Drama', 'Law']",599724,3630,4.04,"{'5 Stars': 214129, '4 Stars': 230078, '3 Stars': 125683, '2 Stars': 22981, '1 Star': 6853}"
42190572,42190572,Guts,Smile #3,/series/126730-smile,0545852501,9780545852500,,Raina Telgemeier,144,"['Sequential Art > Graphic Novels', 'Childrens > Middle Grade', 'Sequential Art > Comics', 'Autobiography > Memoir', 'Childrens', 'Health > Mental Health', 'Realistic Fiction', 'Nonfiction', 'Childrens > Juvenile', 'Contemporary']",40253,3699,4.36,"{'5 Stars': 22400, '4 Stars': 11605, '3 Stars': 4833, '2 Stars': 984, '1 Star': 431}"
2728527,2728527,The Guernsey Literary and Potato Peel Pie Society,,,1984801813,9781984801814,,Mary Ann Shaffer,277,"['Historical > Historical Fiction', 'Fiction', 'Historical', 'Romance', 'War > World War II', 'Book Club', 'War', 'Adult', 'Writing > Books About Books', 'Adult Fiction']",677449,57509,4.17,"{'5 Stars': 298315, '4 Stars': 243210, '3 Stars': 100504, '2 Stars': 24524, '1 Star': 10896}"
32667458,32667458,The Last Namsara,Iskari #1,/series/196951-iskari,1473222850,9781473222854,2017,Kristen Ciccarelli,421,"['Fantasy', 'Young Adult', 'Fantasy > Dragons', 'Romance', 'Young Adult > Young Adult Fantasy', 'Fantasy > High Fantasy', 'Fiction', 'Fantasy > Magic', 'Audiobook', 'Adventure']",16322,3192,4.1,"{'5 Stars': 6242, '4 Stars': 6406, '3 Stars': 2886, '2 Stars': 594, '1 Star': 194}"
44107480,44107480,Lovely War,,,1984838261,9781984838261,,Julie Berry,471,"['Historical > Historical Fiction', 'Romance', 'Young Adult', 'Historical', 'Fiction', 'Fantasy > Mythology', 'Fantasy', 'Audiobook', 'War', 'Mythology > Greek Mythology']",37762,7248,4.24,"{'5 Stars': 17555, '4 Stars': 13619, '3 Stars': 5020, '2 Stars': 1114, '1 Star': 454}"
6882274,6882274,The Mockingbirds,The Mockingbirds #1,/series/57616-the-mockingbirds,0316090549,9780316090544,,Daisy Whitney,339,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Young Adult > Teen', 'School Stories > Boarding School', 'Romance', 'Young Adult > High School', 'Sociology > Abuse', 'Young Adult > Young Adult Contemporary']",6246,964,3.79,"{'5 Stars': 1773, '4 Stars': 2242, '3 Stars': 1566, '2 Stars': 461, '1 Star': 204}"
6581511,6581511,Shadowland,The Immortals #3,/series/42009-the-immortals,0312650051,9780312650056,,Alyson Noel,339,"['Young Adult', 'Fantasy', 'Fantasy > Paranormal', 'Romance', 'Fantasy > Supernatural', 'Romance > Paranormal Romance', 'Fiction', 'Fantasy > Magic', 'Fantasy > Urban Fantasy', 'Paranormal > Vampires']",81734,2584,3.66,"{'5 Stars': 24919, '4 Stars': 21521, '3 Stars': 21814, '2 Stars': 9345, '1 Star': 4135}"
1162022,1162022,On the Jellicoe Road,,,0061431834,9780061431838,,Melina Marchetta,290,"['Young Adult', 'Contemporary', 'Fiction', 'Mystery', 'Romance', 'Realistic Fiction', 'Cultural > Australia', 'Young Adult > Coming Of Age', 'Young Adult > Teen', 'Young Adult > Young Adult Contemporary']",48340,7061,4.13,"{'5 Stars': 23376, '4 Stars': 13489, '3 Stars': 7263, '2 Stars': 2602, '1 Star': 1610}"
56213354,56213354,A Slow Fire Burning,,,0857524445,9780857524447,2021,Paula Hawkins,307,"['Mystery', 'Thriller', 'Fiction', 'Thriller > Mystery Thriller', 'Audiobook', 'Suspense', 'Adult', 'Mystery > Crime', 'Contemporary', 'Adult Fiction']",53737,5252,3.54,"{'5 Stars': 7618, '4 Stars': 20603, '3 Stars': 19781, '2 Stars': 4749, '1 Star': 986}"
43890641,43890641,Hamnet,,,0525657606,9780525657606,,Maggie O'Farrell,372,"['Historical > Historical Fiction', 'Fiction', 'Historical', 'Literary Fiction', 'Audiobook', 'Adult', 'European Literature > British Literature', 'Book Club', 'Adult Fiction', 'Novels']",124204,16411,4.27,"{'5 Stars': 59415, '4 Stars': 44255, '3 Stars': 16021, '2 Stars': 3470, '1 Star': 1043}"
8720917,8720917,You Against Me,,,0385751605,9780385751605,,Jenny Downham,413,"['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'Fiction', 'Young Adult > Young Adult Contemporary', 'Family', 'Drama', 'Womens Fiction > Chick Lit', 'Young Adult > Teen']",18238,1450,3.7,"{'5 Stars': 4629, '4 Stars': 6317, '3 Stars': 5050, '2 Stars': 1648, '1 Star': 594}"
57701764,57701764,Wish You Were Here,,,isbn not found,9780735276963,,Jodi Picoult,310,"['Fiction', 'Contemporary', 'Romance', 'Audiobook', 'Adult', 'Adult Fiction', 'Literary Fiction', 'Womens Fiction > Chick Lit', 'Womens Fiction', 'Realistic Fiction']",32264,4585,4.13,"{'5 Stars': 13089, '4 Stars': 12328, '3 Stars': 5198, '2 Stars': 1185, '1 Star': 464}"
38232379,38232379,Kingdom of the Blind,Chief Inspector Armand Gamache #14,/series/42154-chief-inspector-armand-gamache,1250066301,9781250066305,,Louise Penny,389,"['Mystery', 'Fiction', 'Audiobook', 'Cultural > Canada', 'Mystery > Crime', 'Thriller > Mystery Thriller', 'Adult Fiction', 'Mystery > Detective', 'Adult', 'Thriller']",43924,4780,4.33,"{'5 Stars': 20817, '4 Stars': 17748, '3 Stars': 4645, '2 Stars': 558, '1 Star': 156}"
395090,395090,Ariel,,,0571259316,9780571259311,1965,Sylvia Plath,105,"['Poetry', 'Classics', 'Feminism', 'Fiction', 'Literature > American', 'Literature > 20th Century', 'Literature', 'Womens', 'Health > Mental Health', 'Adult']",63096,2481,4.2,"{'5 Stars': 30387, '4 Stars': 20084, '3 Stars': 8999, '2 Stars': 2259, '1 Star': 1367}"
25903764,25903764,Ghosts,,,0545540615,9780545540612,,Raina Telgemeier,256,"['Sequential Art > Graphic Novels', 'Childrens > Middle Grade', 'Sequential Art > Comics', 'Fantasy', 'Young Adult', 'Fiction', 'Paranormal > Ghosts', 'Childrens', 'Fantasy > Paranormal', 'Family']",117592,5658,4.22,"{'5 Stars': 61126, '4 Stars': 32152, '3 Stars': 16747, '2 Stars': 4605, '1 Star': 2962}"
40221961,40221961,Brazen and the Beast,The Bareknuckle Bastards #2,/series/210911-the-bareknuckle-bastards,0062692070,9780062692078,,Sarah MacLean,400,"['Romance', 'Romance > Historical Romance', 'Historical', 'Historical > Historical Fiction', 'Fiction', 'Adult', 'Historical > Regency', 'Audiobook', 'Adult Fiction', 'Historical Romance > Regency Romance']",11724,1682,4.08,"{'5 Stars': 4430, '4 Stars': 4555, '3 Stars': 2155, '2 Stars': 462, '1 Star': 122}"
17157681,17157681,"The Hobbit, Part One",The Hobbit #1 of 2,/series/203438-the-hobbit,4001120887,9784001120882,1937,J.R.R. Tolkien,230,"['Fantasy', 'Fiction', 'Classics', 'Adventure', 'Fantasy > High Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Fantasy > Epic Fantasy', 'Novels', 'Audiobook']",370621,595,4.3,"{'5 Stars': 214442, '4 Stars': 90875, '3 Stars': 39469, '2 Stars': 12734, '1 Star': 13101}"
44280883,44280883,All Boys Aren't Blue,,,1250247896,9781250247896,,George M. Johnson,320,"['Nonfiction', 'LGBT', 'Autobiography > Memoir', 'Audiobook', 'LGBT > Queer', 'Biography', 'Contemporary', 'Race', 'Biography Memoir', 'Writing > Essays']",17390,3339,4.27,"{'5 Stars': 7725, '4 Stars': 7203, '3 Stars': 2071, '2 Stars': 297, '1 Star': 94}"
38709,38709,Holes,Holes #1,/series/60765-holes,0440414806,9780747544593,1998,Louis Sachar,233,"['Young Adult', 'Fiction', 'Childrens', 'Childrens > Middle Grade', 'Classics', 'Realistic Fiction', 'Mystery', 'Academic > School', 'Adventure', 'Contemporary']",1069569,22509,3.98,"{'5 Stars': 390495, '4 Stars': 369377, '3 Stars': 229640, '2 Stars': 57911, '1 Star': 22146}"
493456,493456,Extras,Uglies  #4,/series/44452-uglies,1442419784,9781442419780,2006,Scott Westerfeld,417,"['Young Adult', 'Science Fiction > Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance', 'Young Adult > Teen', 'Adventure', 'Apocalyptic > Post Apocalyptic', 'Futuristic']",114805,5554,3.61,"{'5 Stars': 28847, '4 Stars': 34643, '3 Stars': 33264, '2 Stars': 13469, '1 Star': 4582}"
66559,66559,Sharp Objects,,,0753822210,9780753822210,,Gillian Flynn,254,"['Mystery', 'Fiction', 'Thriller', 'Thriller > Mystery Thriller', 'Mystery > Crime', 'Suspense', 'Adult', 'Audiobook', 'Contemporary', 'Adult Fiction']",816977,50517,3.99,"{'5 Stars': 276467, '4 Stars': 323969, '3 Stars': 164551, '2 Stars': 37861, '1 Star': 14129}"
54798430,54798430,Good Company,,,3608984488,9783608984484,,Cynthia D'Aprix Sweeney,320,"['Fiction', 'Audiobook', 'Contemporary', 'Literary Fiction', 'Adult Fiction', 'Adult', 'Womens Fiction > Chick Lit', 'Family', 'New York', 'Marriage']",25081,2550,3.41,"{'5 Stars': 2546, '4 Stars': 8681, '3 Stars': 10850, '2 Stars': 2561, '1 Star': 443}"
5941114,5941114,The Likeness,Dublin Murder Squad #2,/series/51639-dublin-murder-squad,0670018864,9780670018864,2008,Tana French,466,"['Mystery', 'Fiction', 'Mystery > Crime', 'Thriller', 'Thriller > Mystery Thriller', 'Cultural > Ireland', 'Audiobook', 'Suspense', 'Adult', 'Contemporary']",148508,11138,4.05,"{'5 Stars': 51501, '4 Stars': 62903, '3 Stars': 26050, '2 Stars': 5594, '1 Star': 2460}"
54456763,54456763,Sunkissed,,,0593176278,9780593425602,,Kasie West,309,"['Romance', 'Young Adult', 'Contemporary', 'Young Adult > Young Adult Contemporary', 'Fiction', 'Young Adult > Young Adult Romance', 'Romance > Contemporary Romance', 'Realistic Fiction', 'Audiobook', 'Music']",4553,910,3.83,"{'5 Stars': 1144, '4 Stars': 1817, '3 Stars': 1316, '2 Stars': 232, '1 Star': 44}"
3950967,3950967,The Tales of Beedle the Bard,Hogwarts Library,/series/82851-hogwarts-library,0545128285,9780545128285,,J.K. Rowling,109,"['Fantasy', 'Fiction', 'Young Adult', 'Short Stories', 'Childrens', 'Fantasy > Magic', 'Childrens > Middle Grade', 'Fantasy > Fairy Tales', 'Audiobook', 'Science Fiction Fantasy']",455027,16802,4.04,"{'5 Stars': 178754, '4 Stars': 151276, '3 Stars': 97142, '2 Stars': 21517, '1 Star': 6338}"
29936927,29936927,The Best We Could Do,The Best We Could Do,/series/197509-the-best-we-could-do,1419718789,9781419718786,,Thi Bui,329,"['Sequential Art > Graphic Novels', 'Autobiography > Memoir', 'Nonfiction', 'Sequential Art > Comics', 'History', 'Biography', 'Adult', 'Biography Memoir', 'Graphic Novels Comics', 'War']",26544,3845,4.37,"{'5 Stars': 13513, '4 Stars': 9985, '3 Stars': 2545, '2 Stars': 338, '1 Star': 163}"
36247169,36247169,Educated,,,0099511029,9780099511021,,Tara Westover,336,"['Nonfiction', 'Autobiography > Memoir', 'Biography', 'Audiobook', 'Biography Memoir', 'Biography > Autobiography', 'Education', 'Book Club', 'Adult', 'Religion']",1093034,84365,4.46,"{'5 Stars': 658215, '4 Stars': 319360, '3 Stars': 86537, '2 Stars': 18696, '1 Star': 10226}"
9975679,9975679,Ashes,Ashes Trilogy #1,/series/60441-ashes-trilogy,0857382624,9780857382627,,Ilsa J. Bick,465,"['Young Adult', 'Horror > Zombies', 'Science Fiction > Dystopia', 'Horror', 'Apocalyptic > Post Apocalyptic', 'Science Fiction', 'Fiction', 'Adventure > Survival', 'Fantasy', 'Science Fiction > Apocalyptic']",24764,2987,3.94,"{'5 Stars': 8702, '4 Stars': 8679, '3 Stars': 5196, '2 Stars': 1459, '1 Star': 728}"
3609760,3609760,Twilight: The Complete Illustrated Movie Companion,The Twilight Saga: The Official Illustrated Movie Companion #1,/series/73007-the-twilight-saga-the-official-illustrated-movie-companion,8420421960,9788420421964,,Mark Cotta Vaz,144,"['Young Adult', 'Paranormal > Vampires', 'Fantasy', 'Fantasy > Paranormal', 'Romance', 'Fiction', 'Romance > Paranormal Romance', 'Young Adult > Teen', 'Fantasy > Supernatural', 'Shapeshifters > Werewolves']",398334,618,4.2,"{'5 Stars': 216507, '4 Stars': 88648, '3 Stars': 63546, '2 Stars': 16897, '1 Star': 12736}"
45485735,45485735,Here in the Real World,,,0062698966,9780062698964,,Sara Pennypacker,308,"['Childrens > Middle Grade', 'Realistic Fiction', 'Fiction', 'Childrens', 'Contemporary', 'Young Adult', 'Audiobook', 'Childrens > Juvenile', 'Family', 'Kids']",3021,610,4.09,"{'5 Stars': 1070, '4 Stars': 1292, '3 Stars': 546, '2 Stars': 82, '1 Star': 31}"
