id,rating,started_at,read_at,book.id.#text,book.isbn13.@nil,book.text_reviews_count.#text,book.num_pages,book.publication_year,book.average_rating,book.ratings_count,user_id,book.isbn13
4467811851,4,Tue Jan 11 00:00:00 -0800 2022,Tue Jan 11 15:59:34 -0800 2022,48617752,true,773,24,2019,4.01,16990,4622890,
4466676121,3,,,6670,,1366,67,2001,3.69,35656,4622890,
4419812547,2,Tue Jan 11 00:00:00 -0800 2022,Thu Jan 13 00:00:00 -0800 2022,57933338,,234,336,2022,4.14,416,4622890,
4388459254,2,Sat Dec 11 00:00:00 -0800 2021,Tue Dec 14 15:43:32 -0800 2021,32571395,true,30830,360,,4.03,448958,4622890,
4386945569,4,Fri Nov 26 00:00:00 -0800 2021,Mon Dec 13 15:46:34 -0800 2021,44453032,,41,384,2021,4.24,123,4622890,
4368082300,4,Thu Dec 02 00:00:00 -0800 2021,Fri Dec 03 00:00:00 -0800 2021,56733508,,101,208,2021,4.36,386,4622890,
4363320198,4,Sat Dec 04 00:00:00 -0800 2021,Thu Dec 09 00:00:00 -0800 2021,55533831,true,846,449,,3.97,4814,4622890,
4353009437,4,Wed Nov 24 00:00:00 -0800 2021,Mon Nov 29 15:46:50 -0800 2021,49090884,,4370,211,2020,3.92,28200,4622890,
4340676383,4,Tue Nov 16 00:00:00 -0800 2021,Fri Nov 19 00:00:00 -0800 2021,54493401,,20408,476,2021,4.53,185396,4622890,
4329280314,4,Tue Dec 28 00:00:00 -0800 2021,Wed Dec 29 14:43:39 -0800 2021,36671975,,22,216,2017,4.13,3680,4622890,
4329173314,3,Sat Jan 01 00:00:00 -0800 2022,Tue Jan 04 00:00:00 -0800 2022,58505877,,22,448,2022,3.85,54,4622890,
4305382056,5,Thu Nov 04 00:00:00 -0700 2021,Sun Nov 07 00:00:00 -0700 2021,55818239,,95,400,2022,4.64,145,4622890,
4294515155,4,Sat Oct 16 00:00:00 -0700 2021,Sat Oct 16 00:00:00 -0700 2021,9243302,,95,83,2011,4.08,12452,4622890,
4279357846,0,Wed Oct 06 00:00:00 -0700 2021,Fri Oct 08 00:00:00 -0700 2021,34921573,,2236,322,2018,4.26,25057,4622890,
4249780769,4,Tue Sep 21 00:00:00 -0700 2021,Wed Sep 22 16:55:29 -0700 2021,58210340,,173,416,2022,4.29,402,4622890,
4242871183,3,Wed Sep 29 00:00:00 -0700 2021,Wed Sep 29 00:00:00 -0700 2021,58321103,,147,320,2022,4.10,661,4622890,
4242870937,3,Sun Oct 24 00:00:00 -0700 2021,Mon Oct 25 00:00:00 -0700 2021,57701764,,3513,310,2021,4.13,30326,4622890,
4242534686,0,Mon Oct 18 00:00:00 -0700 2021,Thu Oct 21 01:40:24 -0700 2021,49296231,,215,328,2021,3.88,1014,4622890,
4237096489,2,Thu Sep 23 00:00:00 -0700 2021,Sun Sep 26 00:00:00 -0700 2021,56898303,,1028,336,2021,4.15,9198,4622890,
4227646434,5,Tue Oct 05 00:00:00 -0700 2021,Thu Nov 04 16:19:30 -0700 2021,55880064,,32,720,2021,4.42,692,4622890,
4218503990,4,,,36496924,,0,,,4.58,1756,4622890,
4210077514,4,Tue Aug 31 00:00:00 -0700 2021,Fri Sep 03 00:00:00 -0700 2021,54860585,true,3652,336,2021,4.17,30288,4622890,
4206877349,2,Sun Oct 10 00:00:00 -0700 2021,Fri Oct 15 00:00:00 -0700 2021,56614597,,1456,502,2021,4.00,7037,4622890,
4206866751,0,,,1321724,,29,28,2006,3.79,326,4622890,
4206862413,3,,,36135427,true,3,,,4.25,3948,4622890,
4193419386,5,Mon Sep 06 00:00:00 -0700 2021,Thu Sep 09 00:00:00 -0700 2021,110871,,1146,201,2004,3.73,25070,4622890,
4187349844,1,Wed Dec 01 00:00:00 -0800 2021,Sat Dec 04 15:52:56 -0800 2021,56651967,,1641,368,2021,3.91,12174,4622890,
4187339130,4,Fri Aug 20 00:00:00 -0700 2021,Fri Aug 20 16:44:38 -0700 2021,50898151,,639,105,2021,4.33,2369,4622890,
4173532322,3,Fri Aug 13 00:00:00 -0700 2021,Thu Aug 19 16:18:14 -0700 2021,54733883,true,2570,343,2020,4.20,49348,4622890,
4160589647,4,Thu Aug 19 00:00:00 -0700 2021,Sun Aug 22 16:54:14 -0700 2021,18764826,,3959,388,2014,3.85,52708,4622890,
4151772851,4,Thu Sep 09 00:00:00 -0700 2021,Wed Sep 15 00:00:00 -0700 2021,56597885,,11350,356,2021,3.73,112712,4622890,
4151698978,5,Tue Aug 03 00:00:00 -0700 2021,Sat Aug 07 00:00:00 -0700 2021,55922299,,4249,416,2021,4.19,50486,4622890,
4151649590,4,Fri Jul 30 00:00:00 -0700 2021,Tue Aug 03 00:00:00 -0700 2021,52379865,,2808,373,2021,3.86,17168,4622890,
4123070977,4,Mon Jul 12 00:00:00 -0700 2021,Mon Jul 19 16:40:58 -0700 2021,10408011,,467,298,2011,4.09,7524,4622890,
4085058461,2,Fri Sep 03 00:00:00 -0700 2021,Tue Sep 07 00:00:00 -0700 2021,56404444,,2291,278,2021,4.03,18458,4622890,
4073527471,3,Wed Jun 16 00:00:00 -0700 2021,Sat Jul 24 16:54:24 -0700 2021,23432917,true,22,,,3.98,1786,4622890,
4071941925,3,Fri Jun 18 00:00:00 -0700 2021,Tue Jun 22 16:58:29 -0700 2021,13539185,,346,496,2012,4.02,4341,4622890,
4055966700,4,,,44552576,,9,32,2019,4.40,53,4622890,
4055965633,4,,,17804250,,26,32,2014,4.12,2147,4622890,
4055962178,4,,,35378487,,2,,,4.36,36,4622890,
4040171307,4,Thu Jun 10 00:00:00 -0700 2021,Fri Jun 18 16:36:03 -0700 2021,24611635,,49,416,2015,4.26,8269,4622890,
4023844357,3,Sat May 29 00:00:00 -0700 2021,Tue Jun 01 00:00:00 -0700 2021,22533460,,870,448,2014,3.82,7495,4622890,
4011654345,4,Wed May 26 00:00:00 -0700 2021,Fri May 28 00:00:00 -0700 2021,43788851,,549,438,2020,3.91,7712,4622890,
4011643176,4,Tue Nov 09 00:00:00 -0800 2021,Tue Nov 09 15:19:30 -0800 2021,56179382,,993,103,2021,3.68,3980,4622890,
4008200461,2,Thu May 20 00:00:00 -0700 2021,Wed May 26 16:04:56 -0700 2021,8961466,true,16,384,2009,3.70,1428,4622890,
4008199971,4,Sat May 29 00:00:00 -0700 2021,Sat Jun 05 15:59:30 -0700 2021,18221220,true,31,,2012,4.20,15167,4622890,
3997050580,4,Tue May 18 00:00:00 -0700 2021,Wed May 19 00:00:00 -0700 2021,44010409,,237,368,2019,4.08,8774,4622890,
3987102308,4,,,5155066,,12,30,2008,4.21,2140,4622890,
3973206890,3,,,11791540,,7,32,2011,3.92,803,4622890,
3973206725,4,,,16667794,,123,32,2012,4.30,1129,4622890,
3973205795,4,,,1181002,,95,34,2007,3.95,1379,4622890,
3973204973,4,,,983045,,168,32,,4.11,2745,4622890,
3973203408,4,,,928967,,179,32,2003,4.21,3955,4622890,
3973202846,4,,,1059041,,175,32,2004,4.20,4467,4622890,
3973198995,4,,,899513,,375,32,2004,4.34,8812,4622890,
3973059753,2,Wed Jun 16 00:00:00 -0700 2021,Sun Jun 20 00:00:00 -0700 2021,57645476,,61,432,2021,3.93,2294,4622890,
3968691014,2,Tue Apr 27 00:00:00 -0700 2021,Thu Apr 29 15:51:56 -0700 2021,37912970,,2791,378,2019,3.90,57162,4622890,
3961470152,3,,,1067693,,104,32,1975,4.06,7609,4622890,
3961468530,4,,,1013383,,1651,,1999,4.41,39470,4622890,
3956813424,4,,,30330767,,130,32,2016,4.34,1059,4622890,
3940631024,4,Thu Oct 21 00:00:00 -0700 2021,Fri Oct 22 00:00:00 -0700 2021,54657837,true,14,320,2021,4.27,300,4622890,
3940540472,4,Mon Apr 12 00:00:00 -0700 2021,Mon Apr 12 00:00:00 -0700 2021,41150338,,374,393,2019,4.25,1567,4622890,
3931353481,4,Wed Apr 14 00:00:00 -0700 2021,Fri Apr 23 15:56:03 -0700 2021,55152533,,338,448,2021,4.28,1900,4622890,
3923625870,2,Sat Apr 03 00:00:00 -0700 2021,Sat Apr 03 14:36:15 -0700 2021,43317482,,6546,251,2019,4.48,57489,4622890,
3897701057,4,Wed Mar 24 00:00:00 -0700 2021,Mon Mar 29 00:00:00 -0700 2021,50214741,,8837,371,,4.46,94664,4622890,
3888761827,4,Sat Apr 24 00:00:00 -0700 2021,Tue Apr 27 00:00:00 -0700 2021,55511726,,783,341,2021,3.93,21195,4622890,
3875134239,3,Mon Mar 29 00:00:00 -0700 2021,Sat Apr 03 11:57:47 -0700 2021,54798187,,1154,264,2021,4.03,78267,4622890,
3871722373,4,Sat Feb 20 00:00:00 -0800 2021,Wed Mar 03 00:00:00 -0800 2021,51181611,,9,320,2021,3.89,5519,4622890,
3862304884,4,Sun Nov 14 00:00:00 -0800 2021,Mon Nov 15 13:58:54 -0800 2021,10326178,,302,139,2011,3.80,32630,4622890,
3859806468,3,Sun Sep 26 00:00:00 -0700 2021,Wed Sep 29 16:27:18 -0700 2021,56213354,,3692,307,2021,3.54,52785,4622890,
3848721146,3,Fri Feb 19 00:00:00 -0800 2021,Fri Feb 19 00:00:00 -0800 2021,55841537,,24,176,2021,4.18,40,4622890,
3841697665,4,Thu May 13 00:00:00 -0700 2021,Sat May 15 00:00:00 -0700 2021,55600878,true,3656,304,2021,4.06,23506,4622890,
3832497705,3,Thu Dec 23 00:00:00 -0800 2021,Sat Jan 01 15:12:29 -0800 2022,26149554,true,32,,,4.18,46686,4622890,
3826592781,0,Sun Feb 28 02:07:48 -0800 2021,Wed Mar 03 09:25:41 -0800 2021,54299257,,10,362,2020,4.12,1522,4622890,
3813655451,3,Mon Feb 15 00:00:00 -0800 2021,Fri Feb 19 00:00:00 -0800 2021,39318083,,324,448,2018,4.21,175868,4622890,
3803323496,4,Sun Aug 22 00:00:00 -0700 2021,Fri Aug 27 00:00:00 -0700 2021,56852407,,5793,515,2021,4.28,65618,4622890,
3801086219,3,Tue Mar 16 00:00:00 -0700 2021,Mon Mar 22 16:21:45 -0700 2021,54985743,,31082,364,2021,4.07,311301,4622890,
3793720209,4,Thu Feb 11 00:00:00 -0800 2021,Mon Feb 15 00:00:00 -0800 2021,54614561,,1459,336,2021,3.79,9988,4622890,
3785288614,2,Fri Jan 22 00:00:00 -0800 2021,Sun Jan 24 00:00:00 -0800 2021,53382168,,768,358,2021,3.79,35332,4622890,
3774186136,4,Thu Feb 25 00:00:00 -0800 2021,Sat Feb 27 00:00:00 -0800 2021,55711688,,5431,357,2021,3.46,42790,4622890,
3774166328,4,Tue Mar 09 00:00:00 -0800 2021,Thu Mar 11 00:00:00 -0800 2021,54236119,,3096,308,2021,3.46,22717,4622890,
3774158739,5,Tue Jan 19 00:00:00 -0800 2021,Fri Jan 22 00:00:00 -0800 2021,52476830,,14604,307,2021,4.11,145089,4622890,
3766778401,0,Sun Jan 17 00:00:00 -0800 2021,Tue Jan 19 00:00:00 -0800 2021,55119258,true,91,352,,4.04,33999,4622890,
3764578063,0,Wed Mar 17 00:00:00 -0700 2021,Thu Mar 18 15:42:42 -0700 2021,54831125,true,1177,314,2021,3.08,6961,4622890,
3764577146,4,Mon Feb 08 00:00:00 -0800 2021,Thu Feb 11 00:00:00 -0800 2021,53138197,,2416,207,2021,3.71,21180,4622890,
3764575447,3,Mon Jan 11 22:22:49 -0800 2021,Sat Jan 16 01:40:57 -0800 2021,52576333,true,2235,400,2021,3.95,13923,4622890,
3763632386,1,Fri May 21 00:00:00 -0700 2021,Sun May 23 15:36:47 -0700 2021,45974,,893,544,2002,4.43,24135,4622890,
3757599653,2,Wed May 12 00:00:00 -0700 2021,Thu May 13 16:59:45 -0700 2021,55381086,,351,240,2021,3.37,1208,4622890,
3749496858,4,Thu Jan 07 00:00:00 -0800 2021,Fri Jan 08 00:00:00 -0800 2021,49882356,,438,121,,4.02,17743,4622890,
3746474504,5,Mon Jan 04 00:00:00 -0800 2021,Thu Jan 07 00:00:00 -0800 2021,51791252,true,34194,343,,4.20,505542,4622890,
3741270745,3,,,20549446,,452,32,2014,4.35,4021,4622890,
3730746406,4,Thu Dec 31 00:00:00 -0800 2020,Sun Jan 03 00:00:00 -0800 2021,41081373,,11367,453,2019,4.35,159978,4622890,
3725935874,2,Wed Sep 15 00:00:00 -0700 2021,Sun Sep 19 16:12:31 -0700 2021,50531218,,5490,368,2021,4.23,44414,4622890,
3725233845,2,Fri Jan 08 00:00:00 -0800 2021,Sat Jan 09 00:00:00 -0800 2021,53205924,,2102,174,2021,3.83,11097,4622890,
3722875957,5,Thu Dec 24 00:00:00 -0800 2020,Mon Dec 28 00:00:00 -0800 2020,42121525,,4184,256,2020,4.17,34376,4622890,
3716280115,4,Fri Dec 25 00:00:00 -0800 2020,Sat Dec 26 00:00:00 -0800 2020,29936927,,3495,329,2017,4.37,26509,4622890,
3713517543,4,Thu Nov 11 00:00:00 -0800 2021,Mon Nov 15 15:54:35 -0800 2021,41104077,,6454,411,2019,4.39,62571,4622890,
3713457814,4,Fri Feb 19 00:00:00 -0800 2021,Sat Feb 20 14:18:45 -0800 2021,54130173,,1908,256,2020,4.35,17745,4622890,
3712620873,4,Fri Jan 22 00:00:00 -0800 2021,Wed Jan 27 00:00:00 -0800 2021,53138081,true,28995,464,2021,4.32,328072,4622890,
3712620625,2,Mon Jun 07 00:00:00 -0700 2021,Tue Jun 08 00:00:00 -0700 2021,55404546,true,25607,369,2021,4.10,294158,4622890,
3697098059,3,Tue Dec 15 00:00:00 -0800 2020,Tue Dec 15 15:59:49 -0800 2020,8477057,,2629,256,2011,4.33,30224,4622890,
3681097602,4,Sun Dec 06 00:00:00 -0800 2020,Tue Dec 15 15:56:42 -0800 2020,55361205,true,11606,768,,4.36,155519,4622890,
3672749651,4,Tue Dec 01 10:58:03 -0800 2020,Fri Dec 04 15:13:37 -0800 2020,42058754,,83,208,2019,4.07,402,4622890,
3659740710,4,Fri Dec 04 00:00:00 -0800 2020,Tue Dec 08 14:37:35 -0800 2020,52533021,,114,,,3.92,16536,4622890,
3641878841,2,Mon Nov 16 00:00:00 -0800 2020,Wed Nov 18 00:00:00 -0800 2020,51644251,,26,,2020,3.60,84,4622890,
3639003035,4,Sun Nov 15 00:00:00 -0800 2020,Mon Nov 23 00:00:00 -0800 2020,50998820,,72,352,2020,4.14,352,4622890,
3638429636,5,Tue Nov 10 00:00:00 -0800 2020,Wed Nov 11 00:00:00 -0800 2020,50706476,,1157,124,2020,3.77,8493,4622890,
3633513753,2,Wed Sep 02 00:00:00 -0700 2020,Sat Nov 07 15:16:35 -0800 2020,40793127,true,223,255,2004,4.17,464863,4622890,
3627866475,3,Fri Nov 13 00:00:00 -0800 2020,Fri Nov 20 00:00:00 -0800 2020,52028349,,183,368,,3.53,6176,4622890,
3615712714,3,Sat Feb 20 00:00:00 -0800 2021,Sun Feb 21 00:00:00 -0800 2021,52275335,,2594,272,,4.17,30621,4622890,
3601628374,4,Sat Nov 07 00:00:00 -0800 2020,Mon Nov 09 00:00:00 -0800 2020,53305127,,5106,384,2020,3.76,65988,4622890,
3600617051,0,,,45729929,,23,368,2021,3.31,6259,4622890,
3595426149,2,Wed Jan 13 00:00:00 -0800 2021,Fri Jan 15 15:53:06 -0800 2021,53293134,true,36,290,2021,3.65,2508,4622890,
3592767526,4,Mon Oct 12 00:00:00 -0700 2020,Tue Oct 20 00:00:00 -0700 2020,50542147,,5387,357,2020,3.81,78324,4622890,
3573752873,5,Mon Oct 05 00:00:00 -0700 2020,Mon Oct 05 00:00:00 -0700 2020,55187281,,19,,2020,4.34,1461,4622890,
3571147928,4,Mon Sep 28 00:00:00 -0700 2020,Sun Oct 04 00:00:00 -0700 2020,54717153,,53,352,2021,4.38,4002,4622890,
3540403151,4,Thu Mar 11 00:00:00 -0800 2021,Tue Mar 16 00:00:00 -0700 2021,53914899,,416,496,2021,3.89,1813,4622890,
3521382695,4,Sun Oct 04 00:00:00 -0700 2020,Sun Oct 04 16:53:47 -0700 2020,54019416,,718,128,2020,3.90,20155,4622890,
3498166628,4,Thu Jun 10 00:00:00 -0700 2021,Sun Jun 13 00:00:00 -0700 2021,750487,,69,169,2001,4.11,51767,4622890,
3497851181,4,Sat Aug 22 12:08:16 -0700 2020,Sat Aug 29 19:30:35 -0700 2020,7826803,,2051,604,2010,3.88,191681,4622890,
3486184452,3,Sun Aug 08 00:00:00 -0700 2021,Fri Aug 13 00:00:00 -0700 2021,55573785,,1392,352,2021,3.16,11177,4622890,
3479427512,3,Fri Aug 07 00:00:00 -0700 2020,Sat Aug 08 00:00:00 -0700 2020,51213487,,4003,,,3.87,44341,4622890,
3470641806,2,Tue Aug 04 00:00:00 -0700 2020,Thu Aug 06 00:00:00 -0700 2020,46183562,,637,240,2020,3.59,60371,4622890,
3456776715,4,Sat Nov 28 00:00:00 -0800 2020,Sat Nov 28 00:00:00 -0800 2020,52757853,,1210,,2020,4.28,7453,4622890,
3455099896,4,Mon Sep 14 00:00:00 -0700 2020,Sun Sep 20 15:56:43 -0700 2020,991751,,7,686,1992,4.43,677,4622890,
3434691271,4,Mon Jan 10 00:00:00 -0800 2022,Tue Jan 11 00:00:00 -0800 2022,1504727,,173,192,2007,3.89,7835,4622890,
3427031421,4,Mon Jul 06 00:00:00 -0700 2020,Wed Jul 08 00:00:00 -0700 2020,52148580,,263,,2021,3.93,1620,4622890,
3419164558,3,Thu Sep 03 00:00:00 -0700 2020,Sat Sep 05 13:14:52 -0700 2020,18079806,,319,685,2014,4.34,3196,4622890,
3419162905,3,Fri Jul 31 00:00:00 -0700 2020,Tue Aug 04 00:00:00 -0700 2020,10437680,,592,594,2011,4.11,6419,4622890,
3419162672,4,Sat Jul 25 00:00:00 -0700 2020,Thu Jul 30 00:00:00 -0700 2020,6581304,,15,745,2009,4.38,7161,4622890,
3416211177,4,Thu Jul 02 00:00:00 -0700 2020,Mon Jul 06 16:38:33 -0700 2020,40887375,,399,320,2019,4.29,2333,4622890,
3413804969,4,Thu Jul 16 00:00:00 -0700 2020,Sat Jul 25 15:37:54 -0700 2020,962354,,9,685,1988,4.19,4033,4622890,
3412490960,3,Thu Jul 16 00:00:00 -0700 2020,Wed Jul 22 13:21:50 -0700 2020,48564330,,1951,480,2020,4.39,13748,4622890,
3409215249,4,Tue Jul 07 00:00:00 -0700 2020,Mon Jul 13 16:49:49 -0700 2020,234560,,314,544,2003,4.30,8206,4622890,
3399534423,2,Fri Mar 05 00:00:00 -0800 2021,Mon Mar 08 00:00:00 -0800 2021,53292028,,64,320,2021,3.81,131300,4622890,
3390817483,4,Sat Jun 13 00:00:00 -0700 2020,Tue Jun 23 00:00:00 -0700 2020,448908,,62,470,1973,3.83,22285,4622890,
3390777153,4,Sun Jun 14 00:00:00 -0700 2020,Wed Jun 17 00:00:00 -0700 2020,41209795,true,13,,,4.04,2886,4622890,
3390016267,4,Tue Dec 29 00:00:00 -0800 2020,Thu Dec 31 00:00:00 -0800 2020,52501482,true,990,384,2020,4.24,112709,4622890,
3386595121,4,Wed Jun 24 00:00:00 -0700 2020,Tue Jun 30 00:00:00 -0700 2020,43841,,737,784,1996,4.22,16163,4622890,
3386590933,5,Mon Aug 10 00:00:00 -0700 2020,Sat Aug 22 00:00:00 -0700 2020,119829,,992,936,1990,4.36,21549,4622890,
3347400790,4,Thu Jun 11 00:00:00 -0700 2020,Fri Jun 12 00:00:00 -0700 2020,52959897,,302,,,3.59,5038,4622890,
3344193642,4,Mon Nov 23 00:00:00 -0800 2020,Tue Dec 01 00:00:00 -0800 2020,53439883,true,139,200,2020,4.25,73511,4622890,
3322047259,4,Thu May 07 00:00:00 -0700 2020,Sat May 09 00:00:00 -0700 2020,51175739,,202,387,,4.03,14289,4622890,
3319894807,0,Fri Jan 15 14:52:01 -0800 2021,Sat Jan 16 23:21:27 -0800 2021,53138093,,2615,352,2021,3.53,9723,4622890,
3318046023,4,Wed May 27 00:00:00 -0700 2020,Fri May 29 00:00:00 -0700 2020,51573020,,38,336,2019,4.10,41888,4622890,
3312942195,5,Sat Jun 13 00:00:00 -0700 2020,Sat Jun 13 00:00:00 -0700 2020,49151299,,2455,400,2020,4.48,14462,4622890,
3311092276,3,Tue May 12 11:51:08 -0700 2020,Tue May 12 16:07:40 -0700 2020,52755548,true,8848,,2020,3.61,109084,4622890,
3310299119,5,,,1013382,,456,32,2005,4.38,7694,4622890,
3308852029,3,Wed Jun 03 00:00:00 -0700 2020,Mon Jun 08 00:00:00 -0700 2020,52693863,,199,448,2020,3.65,3007,4622890,
3308623683,4,Sat May 02 00:00:00 -0700 2020,Mon May 04 16:58:20 -0700 2020,31451163,,149,384,2017,3.90,8119,4622890,
3306673864,4,Wed Apr 29 00:00:00 -0700 2020,Fri May 01 16:41:40 -0700 2020,41940236,,10449,355,2019,4.05,108972,4622890,
3299520156,2,Wed Dec 16 00:00:00 -0800 2020,Tue Dec 22 15:31:43 -0800 2020,53029025,,1002,342,2020,3.57,5305,4622890,
3299077215,4,Fri Apr 24 00:00:00 -0700 2020,Sun Apr 26 16:07:06 -0700 2020,152004,,182,290,2004,3.39,1965,4622890,
3293744870,3,Thu Apr 23 00:00:00 -0700 2020,Wed Apr 29 00:00:00 -0700 2020,52696537,,3022,,,3.76,28479,4622890,
3280797361,4,Mon Apr 20 00:00:00 -0700 2020,Wed Apr 22 00:00:00 -0700 2020,52220686,,5785,294,,4.47,42755,4622890,
3280632283,4,Fri Aug 14 00:00:00 -0700 2020,Sat Aug 15 00:00:00 -0700 2020,50496885,,139,320,2020,4.05,791,4622890,
3278849247,1,Sat Apr 18 00:00:00 -0700 2020,Mon Apr 20 00:00:00 -0700 2020,45046677,,2593,376,2020,3.80,11087,4622890,
3278848802,4,Thu Apr 16 00:00:00 -0700 2020,Thu Apr 16 16:47:46 -0700 2020,22552026,,12874,306,2017,4.25,88276,4622890,
3278233397,4,Wed Jun 24 00:00:00 -0700 2020,Thu Jul 02 00:00:00 -0700 2020,52722079,,5667,295,2020,3.98,57690,4622890,
3277521541,4,Mon Apr 13 00:00:00 -0700 2020,Wed Apr 15 16:53:32 -0700 2020,1696301,true,299,224,2007,3.86,35202,4622890,
3266050919,5,Sat Jul 25 00:00:00 -0700 2020,Sat Aug 01 00:00:00 -0700 2020,49151016,,119,256,2020,4.13,415,4622890,
3266014213,5,Wed Apr 08 00:00:00 -0700 2020,Thu Apr 09 16:58:44 -0700 2020,44074800,true,12977,410,2020,3.83,105455,4622890,
3263684299,3,Sat Apr 04 00:00:00 -0700 2020,Tue Apr 07 06:39:18 -0700 2020,43834909,,7448,482,2020,4.05,80956,4622890,
3248094634,4,Thu Aug 27 00:00:00 -0700 2020,Tue Sep 08 00:00:00 -0700 2020,52661162,,6954,451,2020,3.81,91955,4622890,
3227357711,4,Mon Mar 30 00:00:00 -0700 2020,Thu Apr 02 00:00:00 -0700 2020,48888274,true,117,,2020,3.92,18501,4622890,
3227357370,3,Fri Apr 10 00:00:00 -0700 2020,Mon Apr 13 00:00:00 -0700 2020,50121213,,298,352,2020,3.51,1639,4622890,
3227357110,4,Mon Mar 16 00:00:00 -0700 2020,Thu Mar 19 00:00:00 -0700 2020,46014983,,3795,178,2020,3.62,36914,4622890,
3227353347,4,Tue Mar 24 00:00:00 -0700 2020,Wed Mar 25 00:00:00 -0700 2020,52867387,,34929,361,,4.06,336542,4622890,
3227352322,5,Mon Jul 13 00:00:00 -0700 2020,Wed Jul 15 00:00:00 -0700 2020,51941088,,1139,378,2020,3.76,10332,4622890,
3227271978,5,Fri Mar 13 00:00:00 -0700 2020,Sun Mar 15 00:00:00 -0700 2020,46264398,,1467,357,2019,4.72,115143,4622890,
3226895316,3,Tue Sep 08 00:00:00 -0700 2020,Mon Sep 28 00:00:00 -0700 2020,49239093,,3808,913,2020,4.38,68594,4622890,
3221550068,4,Wed Mar 25 00:00:00 -0700 2020,Sat Mar 28 00:00:00 -0700 2020,51068923,,892,,,3.74,5487,4622890,
3213674806,3,Fri Mar 13 00:00:00 -0700 2020,Mon Mar 16 00:00:00 -0700 2020,44084930,,5916,311,2020,3.83,44504,4622890,
3210890739,2,Wed May 20 00:00:00 -0700 2020,Fri May 22 00:00:00 -0700 2020,53131137,,1290,401,2020,3.76,8781,4622890,
3208186495,4,Wed Feb 26 00:00:00 -0800 2020,Thu Feb 27 00:00:00 -0800 2020,41817481,,1028,496,2019,4.22,11891,4622890,
3203706349,4,Thu Feb 20 00:00:00 -0800 2020,Thu Feb 20 00:00:00 -0800 2020,858586,,430,34,1995,4.34,4306,4622890,
3170736806,4,Sun Feb 23 00:00:00 -0800 2020,Tue Feb 25 00:00:00 -0800 2020,21936809,,9400,311,2015,4.03,113670,4622890,
3164087559,4,Thu Mar 26 00:00:00 -0700 2020,Mon Mar 30 00:00:00 -0700 2020,52257262,,522,,,3.79,3327,4622890,
3164086737,0,,,50093704,,18349,255,2020,3.83,236114,4622890,
3164081669,2,Sun Aug 09 00:00:00 -0700 2020,Mon Aug 10 00:00:00 -0700 2020,49127718,,34826,352,2020,4.21,345632,4622890,
3164080872,4,Tue Apr 14 00:00:00 -0700 2020,Thu Apr 16 00:00:00 -0700 2020,49235526,,1597,,2020,4.27,11055,4622890,
3164076063,2,Mon Feb 03 00:00:00 -0800 2020,Fri Feb 07 00:00:00 -0800 2020,49223060,,3401,311,,3.71,28251,4622890,
3160339928,5,Mon Mar 22 00:00:00 -0700 2021,Wed Mar 24 00:00:00 -0700 2021,56616,,997,115,1989,4.06,25831,4622890,
3160294859,2,Mon Mar 30 00:00:00 -0700 2020,Wed Apr 01 00:00:00 -0700 2020,45046683,,4540,352,2020,4.23,41572,4622890,
3160279846,3,Tue Apr 20 00:00:00 -0700 2021,Thu Apr 22 00:00:00 -0700 2021,45300567,,15214,337,2021,3.63,122135,4622890,
3145198305,4,Fri Mar 13 00:00:00 -0700 2020,Wed Mar 18 00:00:00 -0700 2020,41719463,,774,336,2020,3.77,6282,4622890,
3140529671,4,,,2025742,,180,32,1988,4.17,7088,4622890,
3139769904,3,Tue May 05 00:00:00 -0700 2020,Thu May 07 00:00:00 -0700 2020,43155726,,374,480,2020,3.83,7174,4622890,
3134822930,5,Tue Mar 03 00:00:00 -0800 2020,Tue Mar 10 00:00:00 -0700 2020,20342617,true,18483,336,2014,4.59,190300,4622890,
3132572177,4,Wed Jan 22 13:09:23 -0800 2020,Fri Jan 24 15:53:44 -0800 2020,45730106,,284,293,2020,4.23,4259,4622890,
3129635319,3,Sun Feb 16 00:00:00 -0800 2020,Sun Feb 23 00:00:00 -0800 2020,51204046,,3830,371,,3.93,63656,4622890,
3125187137,2,,,49583273,true,1967,,2020,4.05,1524,4622890,
3125007885,2,Wed Mar 18 00:00:00 -0700 2020,Wed Mar 25 00:00:00 -0700 2020,40944762,true,763,419,2020,3.62,19371,4622890,
3121219094,3,Fri Jan 03 19:08:51 -0800 2020,Sun Jan 05 15:43:37 -0800 2020,7912007,,5224,368,2010,4.05,103229,4622890,
3120088699,2,,,41223608,,375,395,2019,4.02,483814,4622890,
3119837447,5,,,36349276,true,652,280,,4.40,203986,4622890,
3118088427,4,Thu Jan 02 15:23:45 -0800 2020,Fri Jan 03 12:35:42 -0800 2020,27411491,,627,400,2019,4.14,2804,4622890,
3117596752,3,,,38355282,,6492,320,2018,3.93,91115,4622890,
3117168228,4,,,43822820,,15259,340,2019,3.96,231392,4622890,
3074093090,3,Mon Jan 13 06:15:45 -0800 2020,Thu Jan 16 15:51:33 -0800 2020,38362811,,2541,260,2019,4.15,20913,4622890,
771718106,3,,Fri Nov 01 00:00:00 -0700 2013,12355656,,72,122,2011,3.50,1076,4632071,9781611241761
678085052,4,,Mon Jul 01 00:00:00 -0700 2013,13541296,,80,138,2012,3.56,427,4632071,
